,year,author,doi,phases,note,secondary,reject,rho_predicted,rho_predicted_units,std. uncert. %,T [K],P [kPa],NVC [PaÂ·s],VDN [kg/m^3],pressures,temperatures,densities,viscosities
1474,1959,Starling,NA-Starling1959,L,,,,,,2.5,394.2389925510018,6894.7570000000005,2.98e-05,,6894.7570000000005,394.2389925510018,,2.98e-05
1475,1959,Starling,NA-Starling1959,L,,,,,,2.5,394.2389925510018,6894.7570000000005,2.984e-05,,6894.7570000000005,394.2389925510018,,2.984e-05
1476,1959,Starling,NA-Starling1959,L,,,,,,2.5,394.2389925510018,6894.7570000000005,2.952e-05,,6894.7570000000005,394.2389925510018,,2.952e-05
1477,1959,Starling,NA-Starling1959,L,,,,,,2.5,394.2389925510018,6894.7570000000005,2.948e-05,,6894.7570000000005,394.2389925510018,,2.948e-05
1478,1959,Starling,NA-Starling1959,L,,,,,,2.5,394.2389925510018,6894.7570000000005,2.937e-05,,6894.7570000000005,394.2389925510018,,2.937e-05
1479,1959,Starling,NA-Starling1959,L,,,,,,2.5,394.2389925510018,6894.7570000000005,2.9380000000000003e-05,,6894.7570000000005,394.2389925510018,,2.9380000000000003e-05
1480,1959,Starling,NA-Starling1959,L,,,,,,2.5,394.2389925510018,6894.7570000000005,2.9760000000000006e-05,,6894.7570000000005,394.2389925510018,,2.9760000000000006e-05
1481,1959,Starling,NA-Starling1959,L,,,,,,2.5,394.2389925510018,8618.44625,3.926000000000001e-05,,8618.44625,394.2389925510018,,3.926000000000001e-05
1482,1959,Starling,NA-Starling1959,L,,,,,,2.5,394.2389925510018,8618.44625,3.919e-05,,8618.44625,394.2389925510018,,3.919e-05
1483,1959,Starling,NA-Starling1959,L,,,,,,2.5,394.2389925510018,8618.44625,3.889e-05,,8618.44625,394.2389925510018,,3.889e-05
1484,1959,Starling,NA-Starling1959,L,,,,,,2.5,394.2389925510018,8618.44625,3.877e-05,,8618.44625,394.2389925510018,,3.877e-05
1485,1959,Starling,NA-Starling1959,L,,,,,,2.5,394.2389925510018,10342.1355,4.4980000000000006e-05,,10342.1355,394.2389925510018,,4.4980000000000006e-05
1486,1959,Starling,NA-Starling1959,L,,,,,,2.5,394.2389925510018,10342.1355,4.488e-05,,10342.1355,394.2389925510018,,4.488e-05
1487,1959,Starling,NA-Starling1959,L,,,,,,2.5,394.2389925510018,10342.1355,4.473000000000001e-05,,10342.1355,394.2389925510018,,4.473000000000001e-05
1488,1959,Starling,NA-Starling1959,L,,,,,,2.5,394.2389925510018,10342.1355,4.471000000000001e-05,,10342.1355,394.2389925510018,,4.471000000000001e-05
1489,1959,Starling,NA-Starling1959,L,,,,,,2.5,394.2389925510018,13789.514,5.309e-05,,13789.514,394.2389925510018,,5.309e-05
1490,1959,Starling,NA-Starling1959,L,,,,,,2.5,394.2389925510018,13789.514,5.292000000000001e-05,,13789.514,394.2389925510018,,5.292000000000001e-05
1491,1959,Starling,NA-Starling1959,L,,,,,,2.5,394.2389925510018,13789.514,5.299e-05,,13789.514,394.2389925510018,,5.299e-05
1492,1959,Starling,NA-Starling1959,L,,,,,,2.5,394.2389925510018,13789.514,5.3e-05,,13789.514,394.2389925510018,,5.3e-05
1493,1959,Starling,NA-Starling1959,L,,,,,,2.5,394.2389925510018,20684.271,6.453000000000001e-05,,20684.271,394.2389925510018,,6.453000000000001e-05
1494,1959,Starling,NA-Starling1959,L,,,,,,2.5,394.2389925510018,20684.271,6.448e-05,,20684.271,394.2389925510018,,6.448e-05
1495,1959,Starling,NA-Starling1959,L,,,,,,2.5,394.2389925510018,20684.271,6.453000000000001e-05,,20684.271,394.2389925510018,,6.453000000000001e-05
1496,1959,Starling,NA-Starling1959,L,,,,,,2.5,394.2389925510018,27579.028,7.394e-05,,27579.028,394.2389925510018,,7.394e-05
1497,1959,Starling,NA-Starling1959,L,,,,,,2.5,394.2389925510018,27579.028,7.392e-05,,27579.028,394.2389925510018,,7.392e-05
1498,1959,Starling,NA-Starling1959,L,,,,,,2.5,394.2389925510018,41368.542,8.948e-05,,41368.542,394.2389925510018,,8.948e-05
1499,1959,Starling,NA-Starling1959,L,,,,,,2.5,394.2389925510018,41368.542,8.959e-05,,41368.542,394.2389925510018,,8.959e-05
1500,1959,Starling,NA-Starling1959,L,,,,,,2.5,394.2389925510018,55158.056,0.0001029599999999,,55158.056,394.2389925510018,,0.0001029599999999
1501,1959,Starling,NA-Starling1959,L,,,,,,2.5,394.2389925510018,55158.056,0.00010289,,55158.056,394.2389925510018,,0.00010289
1508,1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,6894.7570000000005,2.104e-05,,6894.7570000000005,410.9096703331914,,2.104e-05
1509,1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,6894.7570000000005,2.091e-05,,6894.7570000000005,410.9096703331914,,2.091e-05
1510,1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,6894.7570000000005,2.0880000000000003e-05,,6894.7570000000005,410.9096703331914,,2.0880000000000003e-05
1511,1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,6894.7570000000005,2.097e-05,,6894.7570000000005,410.9096703331914,,2.097e-05
1512,1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,6894.7570000000005,2.075e-05,,6894.7570000000005,410.9096703331914,,2.075e-05
1513,1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,6894.7570000000005,2.055e-05,,6894.7570000000005,410.9096703331914,,2.055e-05
1514,1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,7584.2327,2.447e-05,,7584.2327,410.9096703331914,,2.447e-05
1515,1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,7584.2327,2.4430000000000005e-05,,7584.2327,410.9096703331914,,2.4430000000000005e-05
1516,1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,8618.44625,2.9730000000000005e-05,,8618.44625,410.9096703331914,,2.9730000000000005e-05
1517,1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,8618.44625,2.967e-05,,8618.44625,410.9096703331914,,2.967e-05
1518,1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,8618.44625,2.9760000000000006e-05,,8618.44625,410.9096703331914,,2.9760000000000006e-05
1519,1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,8618.44625,2.985e-05,,8618.44625,410.9096703331914,,2.985e-05
1520,1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,8618.44625,2.958e-05,,8618.44625,410.9096703331914,,2.958e-05
1521,1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,8618.44625,2.954e-05,,8618.44625,410.9096703331914,,2.954e-05
1522,1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,8618.44625,2.967e-05,,8618.44625,410.9096703331914,,2.967e-05
1523,1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,10342.1355,3.637e-05,,10342.1355,410.9096703331914,,3.637e-05
1524,1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,10342.1355,3.6330000000000006e-05,,10342.1355,410.9096703331914,,3.6330000000000006e-05
1525,1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,13789.514,4.537000000000001e-05,,13789.514,410.9096703331914,,4.537000000000001e-05
1526,1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,13789.514,4.529e-05,,13789.514,410.9096703331914,,4.529e-05
1527,1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,20684.271,5.759e-05,,20684.271,410.9096703331914,,5.759e-05
1528,1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,20684.271,5.749e-05,,20684.271,410.9096703331914,,5.749e-05
1529,1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,27579.028,6.682000000000001e-05,,27579.028,410.9096703331914,,6.682000000000001e-05
1530,1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,27579.028,6.661e-05,,27579.028,410.9096703331914,,6.661e-05
1531,1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,27579.028,6.681e-05,,27579.028,410.9096703331914,,6.681e-05
1532,1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,41368.542,8.176e-05,,41368.542,410.9096703331914,,8.176e-05
1533,1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,41368.542,8.227000000000001e-05,,41368.542,410.9096703331914,,8.227000000000001e-05
1534,1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,55158.056,9.534e-05,,55158.056,410.9096703331914,,9.534e-05
1535,1959,Starling,NA-Starling1959,L,,,,,,2.5,410.9096703331914,55158.056,9.5e-05,,55158.056,410.9096703331914,,9.5e-05
