year,author,doi,T,T_units,p,p_units,eta,eta_units,rho,rho_units,phases,note,secondary,reject,rho_predicted,rho_predicted_units,std. uncert. %
2016,Vogel,10.1063/1.4966928,525.02,K,,,13.851,uPa*s,0.964,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,545.47,K,,,14.341,uPa*s,0.964,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,567.06,K,,,14.831,uPa*s,0.964,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,596.59,K,,,15.487,uPa*s,0.964,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,625.64,K,,,16.121,uPa*s,0.964,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,297.36,K,,,8.106,uPa*s,0.964,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,298.96,K,,,8.132,uPa*s,1.955,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,324.65,K,,,8.833,uPa*s,1.955,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,352.93,K,,,9.572,uPa*s,1.955,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,380.86,K,,,10.308,uPa*s,1.955,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,409.72,K,,,11.044,uPa*s,1.955,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,437.74,K,,,11.752,uPa*s,1.955,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,466.25,K,,,12.46,uPa*s,1.955,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,495.37,K,,,13.16,uPa*s,1.955,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,524.73,K,,,13.849,uPa*s,1.955,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,545.58,K,,,14.345,uPa*s,1.955,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,567.04,K,,,14.829,uPa*s,1.955,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,596.4,K,,,15.487,uPa*s,1.955,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,625.65,K,,,16.124,uPa*s,1.955,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,297.24,K,,,8.093,uPa*s,1.955,kg/m^3,G,,,,,,0.3
