year,author,doi,T,T_units,p,p_units,eta,eta_units,rho,rho_units,phases,note,secondary,reject,rho_predicted,rho_predicted_units,std. uncert. %
1959,Starling,NA-Starling1959,190,F,800,psia,521.4,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,190,F,800,psia,520.6,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,190,F,1000,psia,558.5,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,190,F,1000,psia,561.2,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,190,F,1000,psia,560.6,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,190,F,1250,psia,604.5,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,190,F,1250,psia,605,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,190,F,1500,psia,642.8,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,190,F,1500,psia,642.6,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,190,F,2000,psia,707.6,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,190,F,2000,psia,707.6,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,190,F,3000,psia,816,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,190,F,3000,psia,814.7,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,190,F,4000,psia,910.1,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,190,F,4000,psia,910.6,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,190,F,6000,psia,1078.1,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,190,F,6000,psia,1078.4,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,190,F,8000,psia,1231.8,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,190,F,8000,psia,1231.4,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,100,psia,103,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,100,psia,102.6,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,100,psia,103.5,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,100,psia,103.7,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,200,psia,105.9,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,200,psia,106.1,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,200,psia,105.5,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,200,psia,105.4,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,200,psia,105,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,200,psia,104.8,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,200,psia,105,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,200,psia,105.3,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,300,psia,109,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,300,psia,109.4,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,300,psia,108.5,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,300,psia,108.5,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,300,psia,108.1,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,300,psia,107.4,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,300,psia,108,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,300,psia,108,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,400,psia,114.1,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,400,psia,113.9,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,400,psia,113.4,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,400,psia,113.6,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,500,psia,124.7,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,500,psia,124.4,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,500,psia,122.7,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,500,psia,122.8,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,600,psia,154.5,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,600,psia,156,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,600,psia,154.7,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,600,psia,155.7,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,600,psia,155,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,609.4,psia,165.6,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,609.4,psia,166.1,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,617.4,psia,178.6,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,617.4,psia,178.4,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,625,psia,300.6,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,625,psia,296.8,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,625,psia,297.2,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,625,psia,292.4,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,650,psia,345.4,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,650,psia,345.3,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,650,psia,345.8,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,700,psia,388.9,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,700,psia,389.7,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,700,psia,394,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,700,psia,384.8,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,800,psia,429.4,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,800,psia,432.9,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,800,psia,432.9,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,800,psia,433.6,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,900,psia,465.8,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,900,psia,466.3,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,900,psia,467.6,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,900,psia,463.8,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,1000,psia,491.8,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,1000,psia,490.6,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,1000,psia,489.9,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,1000,psia,493.7,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,1000,psia,494.2,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,1000,psia,493.6,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,1000,psia,492,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,1250,psia,547.6,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,1250,psia,548.6,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,1500,psia,589.1,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,1500,psia,589,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,2000,psia,657.9,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,2000,psia,658.9,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,3000,psia,768.8,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,3000,psia,770.2,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,4000,psia,865.5,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,4000,psia,861.2,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,6000,psia,1028.6,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,6000,psia,1027.6,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,8000,psia,1173,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,206.6,F,8000,psia,1170.7,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,100,psia,104.9,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,100,psia,104.7,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,200,psia,107.2,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,200,psia,106.7,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,200,psia,107.7,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,200,psia,107.4,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,300,psia,112.8,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,300,psia,112.9,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,300,psia,111.1,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,300,psia,111,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,400,psia,114.5,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,400,psia,114.2,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,400,psia,117.6,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,400,psia,117.3,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,400,psia,115.9,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,400,psia,115.7,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,400,psia,117.4,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,400,psia,117.1,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,500,psia,125.6,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,500,psia,125.8,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,500,psia,125.4,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,500,psia,123.6,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,500,psia,123.5,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,500,psia,124.6,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,500,psia,124.6,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,600,psia,140.7,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,600,psia,140.5,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,600,psia,140.3,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,600,psia,140.2,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,700,psia,223.7,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,700,psia,223.6,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,800,psia,347,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,800,psia,347.5,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,1000,psia,430.8,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,1000,psia,431.7,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,1000,psia,433,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,1000,psia,432.4,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,1000,psia,431.2,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,1000,psia,430.2,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,1250,psia,495.2,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,1250,psia,495.1,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,1500,psia,542.5,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,1500,psia,541.3,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,1750,psia,580.7,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,1750,psia,581.2,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,2000,psia,615.6,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,2000,psia,614.8,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,2500,psia,673.4,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,2500,psia,674.8,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,3000,psia,726.9,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,3000,psia,726.8,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,4000,psia,821,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,4000,psia,820.7,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,6000,psia,973.8,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,6000,psia,973.6,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,8000,psia,1094.4,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,220,F,8000,psia,1100.8,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,100,psia,110.5,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,100,psia,110.8,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,100,psia,109.8,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,100,psia,110.3,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,200,psia,111.6,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,200,psia,111.6,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,200,psia,112.1,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,200,psia,111.9,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,300,psia,114.4,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,300,psia,114.2,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,400,psia,118.8,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,400,psia,118.7,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,400,psia,119,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,600,psia,133.5,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,600,psia,133.3,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,600,psia,134,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,600,psia,133.8,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,800,psia,177.9,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,800,psia,178.3,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,900,psia,237.1,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,900,psia,234.3,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,900,psia,236.6,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,900,psia,234.8,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,1000,psia,298,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,1000,psia,298.4,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,1000,psia,295.2,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,1000,psia,294.8,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,1000,psia,293.7,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,1000,psia,293.8,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,1000,psia,297.6,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,1250,psia,392.6,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,1250,psia,391.9,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,1250,psia,388.9,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,1250,psia,387.7,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,1500,psia,449.8,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,1500,psia,448.8,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,1500,psia,447.3,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,1500,psia,447.1,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,2000,psia,530.9,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,2000,psia,529.2,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,2000,psia,529.9,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,2000,psia,530,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,3000,psia,645.3,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,3000,psia,644.8,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,3000,psia,645.3,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,4000,psia,739.4,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,4000,psia,739.2,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,6000,psia,894.8,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,6000,psia,895.9,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,8000,psia,1029.6,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,250,F,8000,psia,1028.9,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,400,psia,127.4,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,400,psia,127,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,600,psia,138.3,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,600,psia,138.3,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,800,psia,161.7,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,800,psia,161.2,uP,,,G,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,1000,psia,210.4,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,1000,psia,209.1,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,1000,psia,208.8,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,1000,psia,209.7,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,1000,psia,207.5,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,1000,psia,205.5,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,1100,psia,244.7,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,1100,psia,244.3,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,1250,psia,297.3,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,1250,psia,296.7,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,1250,psia,297.6,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,1250,psia,298.5,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,1250,psia,295.8,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,1250,psia,295.4,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,1250,psia,296.7,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,1500,psia,363.7,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,1500,psia,363.3,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,2000,psia,453.7,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,2000,psia,452.9,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,3000,psia,575.9,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,3000,psia,574.9,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,4000,psia,668.2,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,4000,psia,666.1,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,4000,psia,668.1,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,6000,psia,817.6,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,6000,psia,822.7,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,8000,psia,953.4,uP,,,L,,,,,,2.5
1959,Starling,NA-Starling1959,280,F,8000,psia,950,uP,,,L,,,,,,2.5
2016,Vogel,10.1063/1.4966928,297.3,K,,,8.099,uPa*s,0.455,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,324.6,K,,,8.827,uPa*s,0.455,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,352.99,K,,,9.566,uPa*s,0.455,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,381.3,K,,,10.308,uPa*s,0.455,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,409.34,K,,,11.018,uPa*s,0.455,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,438.07,K,,,11.742,uPa*s,0.455,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,466.69,K,,,12.449,uPa*s,0.455,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,495.6,K,,,13.14,uPa*s,0.455,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,524.95,K,,,13.824,uPa*s,0.455,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,546.34,K,,,14.333,uPa*s,0.455,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,567.34,K,,,14.808,uPa*s,0.455,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,596.43,K,,,15.454,uPa*s,0.455,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,625.8,K,,,16.09,uPa*s,0.455,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,297.48,K,,,8.104,uPa*s,0.455,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,297.51,K,,,8.104,uPa*s,1.464,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,324.85,K,,,8.838,uPa*s,1.464,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,353.11,K,,,9.578,uPa*s,1.464,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,380.94,K,,,10.306,uPa*s,1.464,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,409.42,K,,,11.037,uPa*s,1.464,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,438.95,K,,,11.766,uPa*s,1.464,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,466.63,K,,,12.463,uPa*s,1.464,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,495.62,K,,,13.161,uPa*s,1.464,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,526.17,K,,,13.869,uPa*s,1.464,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,546.11,K,,,14.354,uPa*s,1.464,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,566.89,K,,,14.823,uPa*s,1.464,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,595.93,K,,,15.471,uPa*s,1.464,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,625.37,K,,,16.11,uPa*s,1.464,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,297.36,K,,,8.102,uPa*s,1.464,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,297.47,K,,,8.098,uPa*s,2.238,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,324.61,K,,,8.829,uPa*s,2.238,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,352.51,K,,,9.561,uPa*s,2.238,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,380.6,K,,,10.304,uPa*s,2.238,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,408.98,K,,,11.033,uPa*s,2.238,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,437.7,K,,,11.762,uPa*s,2.238,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,466.06,K,,,12.465,uPa*s,2.238,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,494.94,K,,,13.165,uPa*s,2.238,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,523.47,K,,,13.829,uPa*s,2.238,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,545.29,K,,,14.347,uPa*s,2.238,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,566.45,K,,,14.825,uPa*s,2.238,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,595.44,K,,,15.469,uPa*s,2.238,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,625,K,,,16.11,uPa*s,2.238,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,297.48,K,,,8.094,uPa*s,2.238,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,297.42,K,,,8.106,uPa*s,0.964,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,324.68,K,,,8.841,uPa*s,0.964,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,353,K,,,9.581,uPa*s,0.964,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,381.03,K,,,10.314,uPa*s,0.964,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,409.48,K,,,11.041,uPa*s,0.964,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,437.8,K,,,11.756,uPa*s,0.964,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,466.24,K,,,12.457,uPa*s,0.964,kg/m^3,G,,,,,,0.3
2016,Vogel,10.1063/1.4966928,495.27,K,,,13.156,uPa*s,0.964,kg/m^3,G,,,,,,0.3
